nome;contato;responsavel;valor;data_inicio;rede_social;origem;indicado_por;setor_indicado;plano;pipeline;observacoes
COLÉGIO OBJETIVO;6436213539;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FERNANDO DI GENIO BARBOSA
AUTOTECH;6430510213;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: KAIO RICHARD SOARES ALVES
REVISTA SOCIETY;6436126320;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LUCIMAR C. FERREIRA /NATALIA C. DOS SANTOS
CLINICA RECANTO DOS BICHOS;6430501400;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: TEOFILO TAVARES TOMAZ PAULA NETO
CENARYU S BOUTIQUE;6436210449;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CALMINDA BERNARDES E SILVA
SEARV;6436212824;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOSE EUSTAQUIO GUIMARAES/MARIA TEREZINHA DE LIMA GUIMARAES
MAX MOTO PECAS;6436123388;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JACKSON DIAS LOPES
SUA CASA BOSCH;6436201200;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FABIO EMILIO CLEMENTE
SINDIVAREJISTA;64999554959;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO BATISTA PEREIRA | Status 1: Enviado Mensagem 14/10/2024
FAZENDA POMBAS MONTE ALEGRE;6436211722;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLOVIS BRUCCELI
POLYCANAL;6436215455;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DONIZETTI DE MELO MATOS
FAZENDA NOSSA SENHORA APARECIDA;6436120101;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CARLOS ROBERTO LEAO
GUINDASTE BRASIL;64984056823;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: EDIVAN BATISTA PAIVA | Status 1: Enviado Mensagem 14/10/2024
CIEL MATERIAIS ELETRICOS;6430509099;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CHARLENE NEVES DE OLIVEIRA CARDOSO
PNEUS VISA;6436235122;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOSÉ BATISTA/LUCIANE BATISTA/LUCIO BATISTA/LIDIANE | Status 1: Matriz em Itumbiara, contato
MAXIMA AUTO RETIFICADORA;6436211028;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JAQUELINA PARREIRA DE OLIVEIRA ALVES
RETIFICA IDEAL;6436126761;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: BENEDITO DANTAS DE CARVALHO
DX3;6430180123;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO DAS NEVES MARQUES
REFRIAR ATACADISTA;6436210066;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MURILO CESAR DE SOUSA
CONSTRULAR;6436117100;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ARINOIL
V8 ASSOCIAÇÃO DE PROPRIETÁRIOS DE VEÍCULOS;6430514056;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: AFONY IVANOFF
HYDRA;6432126547;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: THAYS BATISTA DO CARMO
ACOVERDE;6436121363;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DANIEL PASQUINI FRANCA DA FONSECA
SICOOB CREDI-RURAL;6436202500;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FABIO BELLINTANI IPLINSKY
AUTO LATAS;6430510824;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: GLEICYANE APARECIDA DE SOUZA GUIMARAES
VALEU AUTO PECAS;6430541700;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CINTHIA ADRIANA FERREIRA
PORTINARI ATACADISTA E DISTRIBUIDORA;64992255705;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOSE LUIZ DE MORAES MIRANDA | Status 1: Enviado Mensagem
COMIGO LTDA;6436111500;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO BATISTA
REI DOS CONTAINERS;64984117550;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DENNES SOUSA PAIVA | Status 1: Enviado Mensagem 14/10/2024
SICOOB CREDI COMIGO;6436211757;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLOVIS RIBEIRO DIAS
POSTO ARAGUAIA;6436213133;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LAURO SILVA GUIMARAES
PRECISAO TINTAS;6430500063;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: OLEGARIO MARTINS GUIMARAES NETO
BYRARO JOIAS E SEMIJOIAS;64993444373;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ROSIANE APARECIDA MACEDO GUIMARAES | Status 1: Enviado Mensagem 14/10/2024
IDEALIZE REPRESENTACOES E SUPRIMENTOS;6492569256;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DENER GOMES DOS SANTOS | Status 1: Enviado Mensagem 15/10/2024
FURACAO PRODUTOS;6436132273;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLAUDIO WITER FERREIRA PEREIRA
DROGASHOPPING RIO VERDE;6430500050;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARIENE ALMEIDA DE SOUZA OLIVEIRA
GREEN MOTORS;6436124246;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: IARA ROCHA DA SILVA/ MARIA TEREZINHA DA SILVA
CENTRAL LATAS;6436122268;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: EDUARDO ABEL DE SOUZA XAVIER
RURAL RIO;6436120610;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLEUDINA
GELPS HOTEL;6436205420;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ANTONIO FERREIRA/GLORIVAN FRANCA/PAULO KAMOGAWA
UP SOLUCOES EM INVESTIMENTOS;6430509987;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CARLA CRISTINA SIMOES MARCAL
CENTRO DE FORMACAO DE CONDUTORES RIO ARAGUAIA;6436131888;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARIZETE PIRES PEREIRA
HIDROVOLT;6436234519;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: OMAR TEIXEIRA ANDRADE
GP PNEUS;6436216121;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARCOS AURELIO KRIESER
DROGARIA SÃO JOSÉ;6436132000;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ELIOMAR DE SOUZA RODRIGUES/ADRIANA ALVES PEREIRA
COOPERSAG;6436216032;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: EMILIO LEAO BAYLAO
QUARTEL TECNOLOGIA;6436216464;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JEAN FRANK DE ALMEIDA LIMA
INVICTA PECAS E ACESSORIOS;6432139669;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MATHEUS ANDRE RODRIGUES
ODONTO EXCELLENCE RIO VERDE;6430502050;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DANIELE FOCKINK DA SILVA
OUTLET DAS TINTAS RIO VERDE;6421428648;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RODRIGO HORTENCIO FIDELES
MEGATECH;6436110757;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LUCIANO OLIVEIRA FREITAS
DEBORAH LEITE ASSESSORIA IMOBILIARIA;6430500041;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DEBORAH CARNEIRO LEITE
FUTURA IMOVEIS;6436027000;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: PEDRO PAULLO SANTOS FERREIRA
FAZENDA LAGO AZUL II;6430500069;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RENATO DE SOUZA
AUGUSTO ASSESSORIA CONTABIL;6436120909;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOSE AUGUSTO VASCONCELOS
CENTRO EDUCACIONAL QUASAR;6436210617;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: WALDECI SILVA/MARCELO RIBEIRO/LEVY DE FRANCA/ELIAMAR DE LIMA
HOTEL BONS TEMPOS;6436113711;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FERNANDO JORGE F. DE ARAUJO / SILVIA T. OTTO
EURO MOTOS;6436029000;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: OSEAS TEIXEIRA DE ABREU/ODETE PIMENTEL/EDUARDO SOUZA FIGUEIRA
AGROSIGHA;64999651774;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RODRIGO NADER SANDOVAL HENARES | Status 1: Enviado Mensagem 15/10/2024
CONCHITA NEGOCIOS IMOBILIARIOS;6436131265;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: REGIS ABREU CRUVINEL
A CASA DO TAPETE;6432133337;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ELIENE PEREIRA MACHDO CRUVINEL
PROSA PROPAGANDA;64992219310;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO PEREIRA TAVARES NETO | Status 1: Enviado Mensagem 15/10/2024
JOLINNA;6430542077;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MICHELLE RAMOS SOARES
COLOR PRINT IMPRESSAO DIGITAL;6436130449;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO BATISTA PEREIRA DA SILVA
TRON INFORMATICA;6436205700;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: KLAYTON FERNANDES DE OLIVEIRA
VR MADEIRAS;6436220472;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VANDERLEI PALUDO
BUFFET COLONIAL;6436215203;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LORENA GUIMARAES SANTOS/LENIZE G S/ LARISSA G S
GERAMAQ;6436230512;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ROVANI FERREIRA DE GODOY
BURITIS IMOVEIS;6436212570;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: PAULO MARIO CAMPOS NETO/ROSIMEIRE GOULART RIBEIRO CAMPOS
C J CONSULTORIA;6436123004;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ADRIANE MARIA STEFANELLO HEMIELEVSKI/ CLEO JOÃO HEMIELEVSKI
GF ALUMINIUM;6436210372;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LUIZ ALBERTO FLORENTINO MOTA | Status 1: Enviado Mensagem 15/10/2024
COLEGIO ATHOS;6436121100;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARCIA ROSINELY QUEIROZ
IMOBILIAL IMOVEIS;6436206666;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RAQUEL PEREIRA SANTA CRUZ MENESES
LOCMAQ;6436213778;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLOVIS CLEMENTE/MARINEI AUGUSTA AVILA CLEMENTE
RIO VERDE MOLAS E SERVICOS;6436124545;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ROBSON OLIVEIRA GARCIA
PONTUAL SUPERMERCADOS;6436125337;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: AURIMAR MIRANDA LACERDA MATIAS
TRADICAO TINTAS;6436235303;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: WANDERLAN PEREIRA JUNIOR/ALAOR LEAO NETO
CENTRO EDUCACIONAL CRESCER;64999086082;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DARLEIDES ROSA DOS SANTOS | Status 1: Enviado Mensagem 15/10/2024
FABIO SHOPPING DOS CELULARES;64996953434;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FABIO FERREIRA DE OLIVEIRA | Status 1: Enviado Mensagem 15/10/2024
FERRAGISTA ABRASIL;6436214781;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARCELO FERREIRA DE CARVALHO
BONEMANN REPRESENTACOES;64992382957;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FLAVIO BONEMANN COSTA | Status 1: Enviado Mensagem 15/10/2024
MUNDIAL MANGUEIRAS & MATERIAIS DE CONSTRUÇÃO;6436221802;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VINICIUS SOUZA DE FARIA
UNIVERSAL FREIOS;6436230486;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: HELIO FRANCISCO NUNES/ RIVERSON MARTINS NUNES
FERREIRA & CARVALHO ADVOGADOS;6436123685;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: NEDER REGINALDO DE CARVALHO
KI KARNES;64993430359;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LINDOALDO FERREIRA DA SILVA | Status 1: Enviado Mensagem 15/10/2024
MASTELL PARTICIPACOES;6421411679;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MAURICIO DIAS CUNHA
RA AUTO CENTER;6430505200;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ANDERSON INACIO DE ALMEIDA
AGRICOM AGRONEGOCIOS;6430503152;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MAICON FARINA
AIBES ADVOGADOS;6436110622;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: AIBES ALBERTO DA SILVA / DOUGLAS LOPES LEÃO/BEATRIZ AGNES
YASSIN E CLEMENTE ADVOGADOS ASSOCIADOS;6430504995;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JASMYNE LINHARES YASSIN
TECNO FERTILIZANTES;64982875495;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MAICON FARINA
MASTER PNEUS;6436203441;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: IELSON DO CARMO SILVA
DALLYLA LIMA ASSESSORIA EM SINISTROS;6430500598;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DALLYLA DE LIMA SABINO
ACM MATERIAIS PARA CONSTRUCAO;6436217488;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ANDRE CABRAL MENDONÇA
RIVER;6436210840;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: UESTER DOS SANTOS OLIVEIRA
META COMERCIO E SERVICOS;6436236147;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLAUDIO GRASSI SAUNER/GILMAR ZACARIAS
CLÉSIA MODAS;6436131251;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLESIA RODRIGUES OLIVEIRA
POSTO BARRINHAS;6436132870;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: WILSON SELAYSIM BUENO
V4 SBN & CO.;64999385985;;;;CDL;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RHODOLPHO DE PAULO SOUSA E SILVA | Status 1: Enviado Mensagem 15/10/2024
LIMPA TUDO;6436121010;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VANESSA SILVA SOUZA
ESCOLA ESCADINHA DO FUTURO;6436212322;;;;CDL;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARIA IRENE CABRAL DA SILVA
