nome;contato;responsavel;valor;data_inicio;rede_social;origem;indicado_por;setor_indicado;plano;pipeline;observacoes;source_file;source_sheet;source_group;source_row
CENTRO EDUCACIONAL QUASAR;6436210617;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;238
HOTEL BONS TEMPOS;6436113711;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;239
EURO MOTOS;6436029000;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;240
AGROSIGHA;64999651774;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;241
CONCHITA NEGOCIOS IMOBILIARIOS;6436131265;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;242
A CASA DO TAPETE;6432133337;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;243
PROSA PROPAGANDA;64992219310;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;244
JOLINNA;6430542077;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;245
COLOR PRINT IMPRESSAO DIGITAL;6436130449;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;246
TRON INFORMATICA;6436205700;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;247
VR MADEIRAS;6436220472;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;248
BUFFET COLONIAL;6436215203;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;249
GERAMAQ;6436230512;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;250
BURITIS IMOVEIS;6436212570;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;251
C J CONSULTORIA;6436123004;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;252
GF ALUMINIUM;6436210372;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;253
COLEGIO ATHOS;6436121100;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;254
IMOBILIAL IMOVEIS;6436206666;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;255
LOCMAQ;6436213778;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;256
RIO VERDE MOLAS E SERVICOS;6436124545;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;257
PONTUAL SUPERMERCADOS;6436125337;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;258
TRADICAO TINTAS;6436235303;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;259
CENTRO EDUCACIONAL CRESCER;64999086082;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;260
FABIO SHOPPING DOS CELULARES;64996953434;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;261
FERRAGISTA ABRASIL;6436214781;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;262
BONEMANN REPRESENTACOES;64992382957;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;263
MUNDIAL MANGUEIRAS & MATERIAIS DE CONSTRUÇÃO;6436221802;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;264
UNIVERSAL FREIOS;6436230486;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;265
FERREIRA & CARVALHO ADVOGADOS;6436123685;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;266
KI KARNES;64993430359;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;268
MASTELL PARTICIPACOES;6421411679;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;269
RA AUTO CENTER;6430505200;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;270
AGRICOM AGRONEGOCIOS;6430503152;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;271
AIBES ADVOGADOS;6436110622;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;272
YASSIN E CLEMENTE ADVOGADOS ASSOCIADOS;6430504995;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;273
TECNO FERTILIZANTES;64982875495;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;274
MASTER PNEUS;6436203441;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;275
DALLYLA LIMA ASSESSORIA EM SINISTROS;6430500598;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;276
ACM MATERIAIS PARA CONSTRUCAO;6436217488;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;277
RIVER;6436210840;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;278
META COMERCIO E SERVICOS;6436236147;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;279
CLÉSIA MODAS;6436131251;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;280
POSTO BARRINHAS;6436132870;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;281
V4 SBN & CO.;64999385985;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;282
LIMPA TUDO;6436121010;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;283
ESCOLA ESCADINHA DO FUTURO;6436212322;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;284
ELETROTEM MATERIAIS ELETRICOS;6436210901;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;285
BANDEIRANTE UTILIDADES;6436212688;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;286
CENTRO EDUCACIONAL DE RIO VERDE;6436212719;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;287
DROGARIA CRISTO REDENTOR;6436211062;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;288
CRISTO REDENTOR LOCACOES;6436217736;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;289
INVESTTY CONSULTORIA FINANCEIRA E IMOBILIARIA LTDA;64992008741;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;290
PET SHOP DA ANDIARA;6436210085;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;291
VO MOTORS;6436216901;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;292
COLEGIO APICE;6436212719;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;293
CORDIAL COSMETICOS;6436234353;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;294
COLEGIO ATOMO;6436125300;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;296
NEW LEADER ENGLISH COURSE;6436135238;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;297
RODORIO TRANSPORTES;6436225234;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;298
BETAO EMPREENDIMENTOS IMOBILIARIOS;64984449127;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;299
SG INCORPORADORA;6436224299;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;300
POSTO RECANTO;6436231672;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;301
LIBERTÊ PALACE HOTEL;6436132607;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;302
COOPERTAC - GO;6436130284;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;303
RIOMIX CONCRETO;6436126200;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;304
MANGUEIRAS;64992843135;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;306
CENTRO OESTE LOG TRANSPORTES;64999619448;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;307
SANDRA MODAS;6436133506;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;309
OTICAS COLIRIO;6430502351;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;310
FLABOUTIQUE;6436021172;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;311
MULT PROFISSOES;6430508882;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;312
LOJAO DO POVO;6436123602;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;313
VITA FARMA;6436215507;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;314
ULTRA MOVEIS;6430506250;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;315
REAL MOVEIS II;6436238326;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;316
OTICA LAIZ;6436235878;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;317
ARENA;6436212713;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;318
CONSULTORIO ODONTOLOGICO;6436209009;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;319
RIO VERDE COMPRESSORES;6436133815;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;320
EVILASIA MULTIMARCAS;64984129220;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;321
CREDIMAIS;6421017200;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;323
DROGARIA CARDOSO;6436121471;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;324
SORVETES MARANATA;6436121039;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;325
AUTO PECAS BANDEIRANTE;6436212364;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;326
MFS TRANSPORTES;64992121786;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;327
AUTÊNTICA MODAS;6436130783;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;328
CONSTRUFAMA;6436212317;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;329
DISTAK PRESENTES;6436218356;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;330
EDIASP EDITORIA ASSESSORIA E PUBLICACOES;64999740631;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;331
BRASFER;6436214791;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;332
GESSO ATUAL;6436220531;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;333
BELEZA AO SEU ALCANCE;64992481749;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;334
LIMA MOVEIS E COLCHOES;6421413960;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;335
PROLINE SOLUCOES INTELIGENTES;64999414249;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;337
LOCA TUDO;6436214341;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;338
LOCBEM RIOVERDE;6436223052;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;339
MEGATECH INFORMATICA;6436110700;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;340
ANAPE CAPITAL SECURITIZADOR S/A;64999643645;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;341
POSTO INTERLAGOS;6430508066;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;342
NUPE CALCADOS;6436132657;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;343
RADIO 96 FM;6436121191;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;344
CAMPOS PESQUISA AGRICOLA;6436200745;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;345
PLANET HAIR PRODUTOS PROFISSIONAIS;64992289732;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;347
RAQUEL MELO;64984218990;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;348
ROTA - BR ACESSORIOS;6436131465;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;349
RESIDENCIAL PAINERAS I;6436214578;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;350
TOP CAR AUTO CENTER;6436212981;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;351
EQUIPAR LOCACOES;6421412970;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;352
SG MODAS;64992483700;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;353
IMOBILIARIA GAIAS;64981198767;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;354
LURE BOUTIQUE;6421424476;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;356
TILICO SUPERMERCADO;6436239390;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;357
SUPERMERCADO PONTUAL 2;6436215201;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;358
LFCAR AUTO CENTER;6430500620;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;359
MAXIMA AR CONDICIONADOS;64992830721;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;360
SUDOESTE TRANSPORTADORA;6436211841;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;361
SUDOESTE FM;6436120002;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;362
AUTO CENTER R R;6436126009;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;363
PRIME CONSULTORIA & ASSESSORIA;6436133234;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;364
CREDIARIOS NUNES;64984511715;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;365
STAB - LIZZE COSMETICOS;6436124819;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;366
DACARI ACESSORIOS;6436122555;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;367
CAMPOS DIESEL BOMBAS INJETORAS;6436238641;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;368
AGRO URBANO IMOVEIS;6430504800;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;369
CASA VERDI LOCACAO;6436204006;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;370
INOVE BRINDES E UNIFORMES;6436224302;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;371
ORAL SIN IMPLANTES;6430515500;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;372
BODY UP - FITNESS, PRAIA, CASUAL;6421420286;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;373
DURIGON EVENTOS E FORMATURAS;6436212704;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;374
VISOTICA;6436215559;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;375
MARTINS E FERREIRA CONSTRUTORA;64992819607;LEIDIMAR;;2024-10-15;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;376
ORQUÍDEAS A ARTE EM VESTIR;6436214879;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;377
MODA MORENA;6436131035;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;378
