nome;contato;responsavel;valor;data_inicio;rede_social;origem;indicado_por;setor_indicado;plano;pipeline;observacoes
CLINICA RECANTO DOS BICHOS;6430501400;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENARYU S BOUTIQUE;6436210449;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SEARV;6436212824;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MAX MOTO PECAS;6436123388;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SUA CASA BOSCH;6436201200;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SINDIVAREJISTA;64999554959;;;2024-10-14;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 14/10/2024
FAZENDA POMBAS MONTE ALEGRE;6436211722;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POLYCANAL;6436215455;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FAZENDA NOSSA SENHORA APARECIDA;6436120101;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GUINDASTE BRASIL;64984056823;;;2024-10-14;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 14/10/2024
CIEL MATERIAIS ELETRICOS;6430509099;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PNEUS VISA;6436235122;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;Matriz em Itumbiara, contato
MAXIMA AUTO RETIFICADORA;6436211028;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RETIFICA IDEAL;6436126761;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DX3;6430180123;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
REFRIAR ATACADISTA;6436210066;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSTRULAR;6436117100;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
V8 ASSOCIAÇÃO DE PROPRIETÁRIOS DE VEÍCULOS;6430514056;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HYDRA;6432126547;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ACOVERDE;6436121363;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SICOOB CREDI-RURAL;6436202500;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AUTO LATAS;6430510824;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VALEU AUTO PECAS;6430541700;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PORTINARI ATACADISTA E DISTRIBUIDORA;64992255705;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem
COMIGO LTDA;6436111500;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
REI DOS CONTAINERS;64984117550;;;2024-10-14;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 14/10/2024
SICOOB CREDI COMIGO;6436211757;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO ARAGUAIA;6436213133;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PRECISAO TINTAS;6430500063;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BYRARO JOIAS E SEMIJOIAS;64993444373;;;2024-10-14;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 14/10/2024
IDEALIZE REPRESENTACOES E SUPRIMENTOS;6492569256;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
FURACAO PRODUTOS;6436132273;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DROGASHOPPING RIO VERDE;6430500050;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GREEN MOTORS;6436124246;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRAL LATAS;6436122268;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RURAL RIO;6436120610;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GELPS HOTEL;6436205420;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
UP SOLUCOES EM INVESTIMENTOS;6430509987;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRO DE FORMACAO DE CONDUTORES RIO ARAGUAIA;6436131888;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HIDROVOLT;6436234519;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GP PNEUS;6436216121;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DROGARIA SÃO JOSÉ;6436132000;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COOPERSAG;6436216032;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
QUARTEL TECNOLOGIA;6436216464;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
INVICTA PECAS E ACESSORIOS;6432139669;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ODONTO EXCELLENCE RIO VERDE;6430502050;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
OUTLET DAS TINTAS RIO VERDE;6421428648;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MEGATECH;6436110757;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DEBORAH LEITE ASSESSORIA IMOBILIARIA;6430500041;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FUTURA IMOVEIS;6436027000;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FAZENDA LAGO AZUL II;6430500069;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AUGUSTO ASSESSORIA CONTABIL;6436120909;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRO EDUCACIONAL QUASAR;6436210617;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HOTEL BONS TEMPOS;6436113711;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
EURO MOTOS;6436029000;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AGROSIGHA;64999651774;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
CONCHITA NEGOCIOS IMOBILIARIOS;6436131265;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
A CASA DO TAPETE;6432133337;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PROSA PROPAGANDA;64992219310;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
JOLINNA;6430542077;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COLOR PRINT IMPRESSAO DIGITAL;6436130449;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TRON INFORMATICA;6436205700;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VR MADEIRAS;6436220472;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BUFFET COLONIAL;6436215203;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GERAMAQ;6436230512;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BURITIS IMOVEIS;6436212570;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
C J CONSULTORIA;6436123004;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GF ALUMINIUM;6436210372;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
COLEGIO ATHOS;6436121100;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
IMOBILIAL IMOVEIS;6436206666;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LOCMAQ;6436213778;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIO VERDE MOLAS E SERVICOS;6436124545;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PONTUAL SUPERMERCADOS;6436125337;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TRADICAO TINTAS;6436235303;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRO EDUCACIONAL CRESCER;64999086082;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
FABIO SHOPPING DOS CELULARES;64996953434;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
FERRAGISTA ABRASIL;6436214781;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BONEMANN REPRESENTACOES;64992382957;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
MUNDIAL MANGUEIRAS & MATERIAIS DE CONSTRUÇÃO;6436221802;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
UNIVERSAL FREIOS;6436230486;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FERREIRA & CARVALHO ADVOGADOS;6436123685;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
KI KARNES;64993430359;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
MASTELL PARTICIPACOES;6421411679;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RA AUTO CENTER;6430505200;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AGRICOM AGRONEGOCIOS;6430503152;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AIBES ADVOGADOS;6436110622;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
YASSIN E CLEMENTE ADVOGADOS ASSOCIADOS;6430504995;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TECNO FERTILIZANTES;64982875495;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MASTER PNEUS;6436203441;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DALLYLA LIMA ASSESSORIA EM SINISTROS;6430500598;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ACM MATERIAIS PARA CONSTRUCAO;6436217488;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIVER;6436210840;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
META COMERCIO E SERVICOS;6436236147;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CLÉSIA MODAS;6436131251;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO BARRINHAS;6436132870;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
V4 SBN & CO.;64999385985;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
LIMPA TUDO;6436121010;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ESCOLA ESCADINHA DO FUTURO;6436212322;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ELETROTEM MATERIAIS ELETRICOS;6436210901;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BANDEIRANTE UTILIDADES;6436212688;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRO EDUCACIONAL DE RIO VERDE;6436212719;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DROGARIA CRISTO REDENTOR;6436211062;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CRISTO REDENTOR LOCACOES;6436217736;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
INVESTTY CONSULTORIA FINANCEIRA E IMOBILIARIA LTDA;64992008741;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
PET SHOP DA ANDIARA;6436210085;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VO MOTORS;6436216901;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COLEGIO APICE;6436212719;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CORDIAL COSMETICOS;6436234353;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COLEGIO ATOMO;6436125300;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
NEW LEADER ENGLISH COURSE;6436135238;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RODORIO TRANSPORTES;6436225234;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BETAO EMPREENDIMENTOS IMOBILIARIOS;64984449127;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
SG INCORPORADORA;6436224299;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO RECANTO;6436231672;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LIBERTÊ PALACE HOTEL;6436132607;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COOPERTAC - GO;6436130284;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIOMIX CONCRETO;6436126200;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MANGUEIRAS;64992843135;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRO OESTE LOG TRANSPORTES;64999619448;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
SANDRA MODAS;6436133506;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
OTICAS COLIRIO;6430502351;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FLABOUTIQUE;6436021172;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MULT PROFISSOES;6430508882;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LOJAO DO POVO;6436123602;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VITA FARMA;6436215507;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ULTRA MOVEIS;6430506250;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
REAL MOVEIS II;6436238326;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
OTICA LAIZ;6436235878;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ARENA;6436212713;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSULTORIO ODONTOLOGICO;6436209009;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIO VERDE COMPRESSORES;6436133815;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
EVILASIA MULTIMARCAS;64984129220;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
CREDIMAIS;6421017200;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DROGARIA CARDOSO;6436121471;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SORVETES MARANATA;6436121039;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AUTO PECAS BANDEIRANTE;6436212364;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MFS TRANSPORTES;64992121786;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
AUTÊNTICA MODAS;6436130783;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSTRUFAMA;6436212317;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DISTAK PRESENTES;6436218356;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
EDIASP EDITORIA ASSESSORIA E PUBLICACOES;64999740631;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
BRASFER;6436214791;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
GESSO ATUAL;6436220531;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BELEZA AO SEU ALCANCE;64992481749;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LIMA MOVEIS E COLCHOES;6421413960;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PROLINE SOLUCOES INTELIGENTES;64999414249;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
LOCA TUDO;6436214341;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LOCBEM RIOVERDE;6436223052;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MEGATECH INFORMATICA;6436110700;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ANAPE CAPITAL SECURITIZADOR S/A;64999643645;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
POSTO INTERLAGOS;6430508066;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
NUPE CALCADOS;6436132657;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RADIO 96 FM;6436121191;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CAMPOS PESQUISA AGRICOLA;6436200745;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PLANET HAIR PRODUTOS PROFISSIONAIS;64992289732;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
RAQUEL MELO;64984218990;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ROTA - BR ACESSORIOS;6436131465;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RESIDENCIAL PAINERAS I;6436214578;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TOP CAR AUTO CENTER;6436212981;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
EQUIPAR LOCACOES;6421412970;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SG MODAS;64992483700;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
IMOBILIARIA GAIAS;64981198767;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LURE BOUTIQUE;6421424476;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
TILICO SUPERMERCADO;6436239390;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SUPERMERCADO PONTUAL 2;6436215201;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LFCAR AUTO CENTER;6430500620;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MAXIMA AR CONDICIONADOS;64992830721;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
SUDOESTE TRANSPORTADORA;6436211841;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SUDOESTE FM;6436120002;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AUTO CENTER R R;6436126009;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PRIME CONSULTORIA & ASSESSORIA;6436133234;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CREDIARIOS NUNES;64984511715;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
STAB - LIZZE COSMETICOS;6436124819;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DACARI ACESSORIOS;6436122555;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CAMPOS DIESEL BOMBAS INJETORAS;6436238641;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
AGRO URBANO IMOVEIS;6430504800;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CASA VERDI LOCACAO;6436204006;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
INOVE BRINDES E UNIFORMES;6436224302;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ORAL SIN IMPLANTES;6430515500;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BODY UP - FITNESS, PRAIA, CASUAL;6421420286;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DURIGON EVENTOS E FORMATURAS;6436212704;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VISOTICA;6436215559;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MARTINS E FERREIRA CONSTRUTORA;64992819607;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
ORQUÍDEAS A ARTE EM VESTIR;6436214879;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MODA MORENA;6436131035;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PRESIDENTE AUTO POSTO;6436029192;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRAL CLEAN LIMPEZA E HIGIENE;64992280297;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
IRMÃOS NEVES;6436200800;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VIVER NEGOCIOS IMOBILIARIOS;6430514433;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
A PREDIMAIS;6436212020;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
BELA ARTE CERIMONIAL E PRODUCAO DE EVENTOS;64981205346;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DENTAL LIMA;6433615027;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RIONET TELECOMUNICAÇÕES;64992234047;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DR SERGIO PORTO SILVERIO;6436215383;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
KIPESCA;6436214680;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LEMA RIO VERDE;6436130327;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
SEMENTES NOGUEIRA;64999656067;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
L ATITUDE;6421047475;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FARMACIA SANTA MONICA-MONTIVIDIU;6436292300;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HAMOA - RIO VERDE INCORPORACOES;6435110550;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MAGAZINE POSITIVO;6436371267;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
OTICA PRECISAO;6436212495;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LEGITTIMUS;6436234849;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ESTILO JOIAS;6436212140;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
MOVEIS JUARA;6436134790;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ODONTOCLIN;6436215000;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
JETPAR;6436214264;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
NOVA ALIANÇA EMPREENDIMENTOS;6436213100;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PREVENT SOLUCOES AMBIENTAIS;6430506060;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ODIN STORE;64992144725;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
FAROL TAMANHOS NOBRES;6436122223;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VILLAGE CALCADOS;6436213560;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CAMPEÃO SUPERMERCADO;6436110300;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CEBRAC RIO VERDE;6430503929;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
HS SOCIEDADE DE ADVOGADOS;6430505809;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LOJAS ECONOMIA;6436212211;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COLEGIO SOLUCAO RV;6430501767;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
LEAO IMOVEIS;6436214350;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ODONTO VIP;6430511650;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PORTAL DO SOL PARTICIPACAO E EMPREENDIMENTOS;6436217596;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
ANEETHUN RIO VERDE;64996028888;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
MURILO VEICULOS;6421420644;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
VÓLUS;6421015500;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
JK ALTA PRESSAO;6436122239;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CENTRO TECNOLOGICO PAULA PASQUALI;6436222001;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CMS ASSESSORIA CONTABIL;6432135929;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
R II GRANITOS;64992207675;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
GUIMAQ GUIMARAES MAQUINAS AGRICOLAS;6436121122;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PRIMEIRA CLASSE TRANSPORTES;6436123592;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
COMANDO DIESEL AUTO PECAS;64981403815;;;2024-10-15;CDL;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 15/10/2024
REALIZE IMOVEIS;6430503434;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CAMPOS ASSESSORIA EMPRESARIAL;64992461862;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
RV AREIAS;6436235552;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
DIVAS ESCULPIDAS;64992115465;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
PAEZE SUPERMERCADO;6436221333;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FELICITA ATELIE DE FESTAS;6430504414;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
FAR-FACULDADE ALMEIDA RODRIGUES;6436204700;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
CONSULTORIO ODONTOLOGICO;6436233376;;;2024-01-01;CDL;Organico;;;Plano Empresarial;Follow-Up;
